"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 14 04:12:20 GMT 2024","Tue May 14 04:12:55 GMT 2024","35265","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - users tab","","","org owner",""
"broken","Tue May 14 04:13:49 GMT 2024","Tue May 14 04:14:20 GMT 2024","30540","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","org owner",""
"broken","Tue May 14 04:13:19 GMT 2024","Tue May 14 04:13:54 GMT 2024","35468","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - edit user","","","org owner",""
"passed","Tue May 14 04:13:50 GMT 2024","Tue May 14 04:13:56 GMT 2024","6506","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","group owner",""
"passed","Tue May 14 04:12:04 GMT 2024","Tue May 14 04:12:25 GMT 2024","20781","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","group owner",""
"failed","Tue May 14 04:11:55 GMT 2024","Tue May 14 04:12:02 GMT 2024","7223","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","org owner",""
"passed","Tue May 14 04:11:35 GMT 2024","Tue May 14 04:11:42 GMT 2024","7181","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","group owner",""
"passed","Tue May 14 04:11:15 GMT 2024","Tue May 14 04:11:21 GMT 2024","6238","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","operator",""
"passed","Tue May 14 04:10:16 GMT 2024","Tue May 14 04:10:23 GMT 2024","7588","setup","auth.setup.ts","","","","authenticate as operator",""
"passed","Tue May 14 04:11:17 GMT 2024","Tue May 14 04:11:25 GMT 2024","8259","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","brand owner",""
"failed","Tue May 14 04:11:17 GMT 2024","Tue May 14 04:11:24 GMT 2024","7191","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","org owner",""
"failed","Tue May 14 04:13:58 GMT 2024","Tue May 14 04:14:05 GMT 2024","7352","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","org owner",""
"passed","Tue May 14 04:10:25 GMT 2024","Tue May 14 04:10:28 GMT 2024","2744","chromium","API-Case/Brand.spec.ts","test - brand case > test - move brands to group","","","Org Owner",""
"passed","Tue May 14 04:12:04 GMT 2024","Tue May 14 04:12:12 GMT 2024","7936","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - users tab","","","brand owner",""
"passed","Tue May 14 04:10:16 GMT 2024","Tue May 14 04:10:23 GMT 2024","7587","setup","auth.setup.ts","","","","authenticate as group_owner",""
"passed","Tue May 14 04:10:25 GMT 2024","Tue May 14 04:10:28 GMT 2024","2422","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - create group","","","groupOwner",""
"passed","Tue May 14 04:13:36 GMT 2024","Tue May 14 04:13:48 GMT 2024","11903","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","operator",""
"passed","Tue May 14 04:11:35 GMT 2024","Tue May 14 04:12:02 GMT 2024","26673","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","brand owner",""
"passed","Tue May 14 04:11:42 GMT 2024","Tue May 14 04:11:53 GMT 2024","11390","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","operator",""
"passed","Tue May 14 04:12:56 GMT 2024","Tue May 14 04:13:16 GMT 2024","19848","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","brand owner",""
"broken","Tue May 14 04:11:31 GMT 2024","Tue May 14 04:12:01 GMT 2024","30692","chromium","UI-Case/Brands/brands.spec.ts","test brand case > test - move brands to group","","","orgOwner",""
"passed","Tue May 14 04:13:27 GMT 2024","Tue May 14 04:13:33 GMT 2024","6425","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","group owner",""
"passed","Tue May 14 04:13:33 GMT 2024","Tue May 14 04:13:50 GMT 2024","16340","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","brand owner",""
"passed","Tue May 14 04:14:00 GMT 2024","Tue May 14 04:14:16 GMT 2024","15401","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","group owner",""
