"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 07:28:34 GMT 2024","Tue May 28 07:28:37 GMT 2024","2983","chromium","API-Case/Brand.spec.ts","test - brand case > test - move brands to group","","","Org Owner",""
"passed","Tue May 28 07:30:17 GMT 2024","Tue May 28 07:30:48 GMT 2024","31340","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","group owner",""
"passed","Tue May 28 07:29:28 GMT 2024","Tue May 28 07:29:33 GMT 2024","5354","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","brand owner",""
"passed","Tue May 28 07:31:11 GMT 2024","Tue May 28 07:31:27 GMT 2024","15943","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","group owner",""
"passed","Tue May 28 07:28:34 GMT 2024","Tue May 28 07:28:43 GMT 2024","9483","chromium","UI-Case/Brands/brands.spec.ts","test brand case > test - move brands to group","","","orgOwner",""
"passed","Tue May 28 07:28:24 GMT 2024","Tue May 28 07:28:32 GMT 2024","8618","setup","auth.setup.ts","","","","authenticate as brand_owner",""
"passed","Tue May 28 07:29:36 GMT 2024","Tue May 28 07:30:00 GMT 2024","23914","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","operator",""
"passed","Tue May 28 07:30:49 GMT 2024","Tue May 28 07:31:06 GMT 2024","16819","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - edit user","","","group owner",""
"passed","Tue May 28 07:31:37 GMT 2024","Tue May 28 07:31:42 GMT 2024","5000","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","operator",""
"passed","Tue May 28 07:28:43 GMT 2024","Tue May 28 07:28:50 GMT 2024","6740","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","org owner",""
"passed","Tue May 28 07:31:32 GMT 2024","Tue May 28 07:31:37 GMT 2024","5421","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","org owner",""
"passed","Tue May 28 07:32:09 GMT 2024","Tue May 28 07:32:17 GMT 2024","7694","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","group owner",""
"passed","Tue May 28 07:32:11 GMT 2024","Tue May 28 07:32:18 GMT 2024","6594","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","brand owner",""
"passed","Tue May 28 07:29:17 GMT 2024","Tue May 28 07:29:27 GMT 2024","9118","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - delete group","","","orgOwner",""
"failed","Tue May 28 07:30:39 GMT 2024","Tue May 28 07:30:47 GMT 2024","7532","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","org owner",""
"passed","Tue May 28 07:31:30 GMT 2024","Tue May 28 07:31:36 GMT 2024","5369","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","operator",""
"passed","Tue May 28 07:29:33 GMT 2024","Tue May 28 07:29:57 GMT 2024","23927","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","brand owner",""
"passed","Tue May 28 07:29:20 GMT 2024","Tue May 28 07:29:30 GMT 2024","10486","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","group owner",""
"passed","Tue May 28 07:30:52 GMT 2024","Tue May 28 07:31:04 GMT 2024","11630","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","org owner",""
"passed","Tue May 28 07:30:25 GMT 2024","Tue May 28 07:30:52 GMT 2024","27200","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - edit user","","","org owner",""
"passed","Tue May 28 07:28:34 GMT 2024","Tue May 28 07:28:41 GMT 2024","7424","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - create group","","","orgOwner",""
"passed","Tue May 28 07:28:24 GMT 2024","Tue May 28 07:28:32 GMT 2024","8486","setup","auth.setup.ts","","","","authenticate as operator",""
"passed","Tue May 28 07:28:34 GMT 2024","Tue May 28 07:28:43 GMT 2024","9314","chromium","UI-Case/Brands/brandSetting/user.spec.ts","test brand-user case > test - delete user","","","orgOwner",""
"passed","Tue May 28 07:28:23 GMT 2024","Tue May 28 07:28:32 GMT 2024","8652","setup","auth.setup.ts","","","","authenticate as group_owner",""
"passed","Tue May 28 07:30:08 GMT 2024","Tue May 28 07:30:17 GMT 2024","8623","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","org owner",""
"broken","Tue May 28 07:32:16 GMT 2024","Tue May 28 07:32:51 GMT 2024","35367","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","group owner",""
