"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 14 02:05:20 GMT 2024","Tue May 14 02:05:55 GMT 2024","35309","chromium","UI-Case/Brands/brands.spec.ts","test brand case > test - move brands to group","","","orgOwner",""
"broken","Tue May 14 02:05:21 GMT 2024","Tue May 14 02:05:52 GMT 2024","30308","chromium","UI-Case/Brands/brandSetting/user.spec.ts","test brand-user case > test - delete user","","","orgOwner",""
"passed","Tue May 14 02:06:40 GMT 2024","Tue May 14 02:06:56 GMT 2024","16407","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - edit user","","","brand owner",""
"passed","Tue May 14 02:06:47 GMT 2024","Tue May 14 02:07:07 GMT 2024","19794","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","group owner",""
"passed","Tue May 14 02:08:30 GMT 2024","Tue May 14 02:08:36 GMT 2024","5750","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","operator",""
"passed","Tue May 14 02:04:05 GMT 2024","Tue May 14 02:04:15 GMT 2024","9463","setup","auth.setup.ts","","","","authenticate as group_owner",""
"passed","Tue May 14 02:08:18 GMT 2024","Tue May 14 02:08:45 GMT 2024","27269","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","brand owner",""
"broken","Tue May 14 02:09:04 GMT 2024","Tue May 14 02:09:40 GMT 2024","35235","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","group owner",""
"failed","Tue May 14 02:04:31 GMT 2024","Tue May 14 02:04:36 GMT 2024","4512","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - create group","","","orgOwner",""
"broken","Tue May 14 02:05:37 GMT 2024","Tue May 14 02:06:13 GMT 2024","35462","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","org owner",""
"failed","Tue May 14 02:06:19 GMT 2024","Tue May 14 02:06:26 GMT 2024","6828","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - users tab","","","org owner",""
"broken","Tue May 14 02:05:22 GMT 2024","Tue May 14 02:05:57 GMT 2024","35368","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - delete group","","","orgOwner",""
"passed","Tue May 14 02:04:17 GMT 2024","Tue May 14 02:04:19 GMT 2024","2735","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - create group","","","groupOwner",""
"passed","Tue May 14 02:06:26 GMT 2024","Tue May 14 02:06:43 GMT 2024","17246","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - edit user","","","group owner",""
"broken","Tue May 14 02:07:46 GMT 2024","Tue May 14 02:08:22 GMT 2024","35238","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","org owner",""
"passed","Tue May 14 02:06:13 GMT 2024","Tue May 14 02:06:40 GMT 2024","27153","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - users tab","","","brand owner",""
"passed","Tue May 14 02:04:56 GMT 2024","Tue May 14 02:05:04 GMT 2024","7484","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","group owner",""
"passed","Tue May 14 02:07:14 GMT 2024","Tue May 14 02:07:19 GMT 2024","4825","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","brand owner",""
"passed","Tue May 14 02:04:05 GMT 2024","Tue May 14 02:04:14 GMT 2024","9257","setup","auth.setup.ts","","","","authenticate as org owner",""
"broken","Tue May 14 02:07:34 GMT 2024","Tue May 14 02:08:09 GMT 2024","35285","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","org owner",""
"passed","Tue May 14 02:04:05 GMT 2024","Tue May 14 02:04:15 GMT 2024","9638","setup","auth.setup.ts","","","","authenticate as operator",""
"passed","Tue May 14 02:05:52 GMT 2024","Tue May 14 02:05:57 GMT 2024","4724","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","group owner",""
"passed","Tue May 14 02:07:08 GMT 2024","Tue May 14 02:07:14 GMT 2024","5738","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","group owner",""
"broken","Tue May 14 02:05:31 GMT 2024","Tue May 14 02:06:06 GMT 2024","35552","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","brand owner",""
