"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 06:00:16 GMT 2024","Tue May 28 06:00:41 GMT 2024","24484","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","brand owner",""
"passed","Tue May 28 05:59:15 GMT 2024","Tue May 28 05:59:23 GMT 2024","8714","setup","auth.setup.ts","","","","authenticate as brand_owner",""
"passed","Tue May 28 06:01:58 GMT 2024","Tue May 28 06:02:04 GMT 2024","6166","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","brand owner",""
"passed","Tue May 28 06:02:17 GMT 2024","Tue May 28 06:02:24 GMT 2024","7085","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","group owner",""
"passed","Tue May 28 06:01:25 GMT 2024","Tue May 28 06:01:33 GMT 2024","7120","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","brand owner",""
"passed","Tue May 28 06:00:55 GMT 2024","Tue May 28 06:01:20 GMT 2024","25738","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","brand owner",""
"passed","Tue May 28 06:02:22 GMT 2024","Tue May 28 06:02:27 GMT 2024","5296","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","operator",""
"passed","Tue May 28 05:59:15 GMT 2024","Tue May 28 05:59:23 GMT 2024","7799","setup","auth.setup.ts","","","","authenticate as org owner",""
"passed","Tue May 28 05:59:15 GMT 2024","Tue May 28 05:59:23 GMT 2024","8477","setup","auth.setup.ts","","","","authenticate as group_owner",""
"passed","Tue May 28 05:59:25 GMT 2024","Tue May 28 05:59:35 GMT 2024","9923","chromium","UI-Case/Brands/brandSetting/user.spec.ts","test brand-user case > test - delete user","","","orgOwner",""
"passed","Tue May 28 06:00:03 GMT 2024","Tue May 28 06:00:12 GMT 2024","8585","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - create group","","","groupOwner",""
"passed","Tue May 28 05:59:25 GMT 2024","Tue May 28 05:59:28 GMT 2024","2734","chromium","API-Case/Brand.spec.ts","test - brand case > test - move brands to group","","","Org Owner",""
"passed","Tue May 28 06:02:09 GMT 2024","Tue May 28 06:02:17 GMT 2024","8706","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","org owner",""
"passed","Tue May 28 06:01:13 GMT 2024","Tue May 28 06:01:25 GMT 2024","12626","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - edit user","","","brand owner",""
"passed","Tue May 28 05:59:42 GMT 2024","Tue May 28 06:00:09 GMT 2024","27141","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","brand owner",""
"passed","Tue May 28 06:01:50 GMT 2024","Tue May 28 06:01:58 GMT 2024","8229","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - competitors tab","","","group owner",""
"passed","Tue May 28 05:59:35 GMT 2024","Tue May 28 05:59:42 GMT 2024","6837","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","group owner",""
"passed","Tue May 28 06:00:09 GMT 2024","Tue May 28 06:00:17 GMT 2024","7727","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - delete group","","","orgOwner",""
"passed","Tue May 28 06:00:48 GMT 2024","Tue May 28 06:01:17 GMT 2024","28850","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","group owner",""
"passed","Tue May 28 06:02:20 GMT 2024","Tue May 28 06:02:27 GMT 2024","6992","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","brand owner",""
"passed","Tue May 28 06:00:47 GMT 2024","Tue May 28 06:00:55 GMT 2024","8008","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","org owner",""
"passed","Tue May 28 06:00:57 GMT 2024","Tue May 28 06:01:04 GMT 2024","7152","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - users tab","","","org owner",""
"passed","Tue May 28 06:00:31 GMT 2024","Tue May 28 06:00:47 GMT 2024","16041","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - users tab","","","group owner",""
"passed","Tue May 28 06:01:53 GMT 2024","Tue May 28 06:02:22 GMT 2024","29045","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","org owner",""
"passed","Tue May 28 05:59:25 GMT 2024","Tue May 28 05:59:35 GMT 2024","10087","chromium","UI-Case/Brands/brands.spec.ts","test brand case > test - move brands to group","","","orgOwner",""
"passed","Tue May 28 06:00:09 GMT 2024","Tue May 28 06:00:16 GMT 2024","7057","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","org owner",""
"passed","Tue May 28 06:00:12 GMT 2024","Tue May 28 06:00:31 GMT 2024","18748","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - general menu","","","group owner",""
