"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 10:40:44 GMT 2024","Tue May 28 10:40:49 GMT 2024","4717","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","group owner",""
"passed","Tue May 28 10:38:50 GMT 2024","Tue May 28 10:38:57 GMT 2024","7060","chromium","UI-Case/KPIs/brand-KPIs.spec.ts","test - brand KPIs > test - KPIs page","","","brand owner",""
"passed","Tue May 28 10:38:31 GMT 2024","Tue May 28 10:38:39 GMT 2024","7928","setup","auth.setup.ts","","","","authenticate as group_owner",""
"passed","Tue May 28 10:39:54 GMT 2024","Tue May 28 10:40:01 GMT 2024","6583","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - delete user","","","org owner",""
"passed","Tue May 28 10:38:31 GMT 2024","Tue May 28 10:38:39 GMT 2024","8052","setup","auth.setup.ts","","","","authenticate as brand_owner",""
"passed","Tue May 28 10:38:40 GMT 2024","Tue May 28 10:38:50 GMT 2024","9441","chromium","UI-Case/Brands/brands.spec.ts","test brand case > test - move brands to group","","","orgOwner",""
"passed","Tue May 28 10:38:40 GMT 2024","Tue May 28 10:38:48 GMT 2024","7559","chromium","UI-Case/Brands/groups.spec.ts","test group case > test - create group","","","orgOwner",""
"passed","Tue May 28 10:39:19 GMT 2024","Tue May 28 10:39:44 GMT 2024","25055","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - users tab","","","group owner",""
"passed","Tue May 28 10:39:39 GMT 2024","Tue May 28 10:39:58 GMT 2024","18933","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","brand owner",""
"passed","Tue May 28 10:40:41 GMT 2024","Tue May 28 10:40:52 GMT 2024","11483","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - invite user","","","group owner",""
"passed","Tue May 28 10:42:01 GMT 2024","Tue May 28 10:42:06 GMT 2024","5011","chromium","UI-Case/orgSettings.spec.ts","test - orgsettings cases > test - billing tab","","","brand owner",""
